	image_id	node	ri_score	bayes_factor	in_count	out_count
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000122	000122	trm_557b4b154e0d9	0.303079862836	0.606159725673	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_002866	002866	trm_557b4b154e0d9	0.686034901715	1.37206980343	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000136	000136	trm_557b4b154e0d9	0.349499619204	0.698999238407	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000116	000116	trm_557b4b154e0d9	0.102950221235	0.205900442471	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003039	003039	trm_557b4b154e0d9	0.422489581936	0.844979163873	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_002824	002824	trm_557b4b154e0d9	0.433787539574	0.867575079149	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000120	000120	trm_557b4b154e0d9	0.174236349358	0.348472698716	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000190	000190	trm_557b4b154e0d9	0.433472702768	0.866945405536	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_003040	003040	trm_557b4b154e0d9	0.218723187057	0.437446374114	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000003	000003	trm_557b4b154e0d9	0.393730289715	0.78746057943	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000188	000188	trm_557b4b154e0d9	0.44554148963	0.89108297926	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_003131	003131	trm_557b4b154e0d9	0.365018378801	0.730036757601	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_003039	003039	trm_557b4b154e0d9	0.367255106354	0.734510212708	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_003188	003188	trm_557b4b154e0d9	0.501044986722	1.00208997344	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003162	003162	trm_557b4b154e0d9	0.216540040481	0.433080080962	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_002963	002963	trm_557b4b154e0d9	0.547804700215	1.09560940043	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000143	000143	trm_557b4b154e0d9	0.376565926819	0.753131853639	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000004	000004	trm_557b4b154e0d9	0.119524623219	0.239049246438	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003173	003173	trm_557b4b154e0d9	0.0146106878941	0.0292213757882	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_002714	002714	trm_557b4b154e0d9	0.433377910985	0.866755821969	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000004	000004	trm_557b4b154e0d9	0.611752299825	1.22350459965	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_003129	003129	trm_557b4b154e0d9	0.455577349728	0.911154699455	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003188	003188	trm_557b4b154e0d9	0.5220350606	1.0440701212	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000143	000143	trm_557b4b154e0d9	0.380915761358	0.761831522716	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000419	000419	trm_557b4b154e0d9	0.0461914234159	0.0923828468319	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_002729	002729	trm_557b4b154e0d9	0.811746257412	1.62349251482	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_001586	001586	trm_557b4b154e0d9	0.0388314602038	0.0776629204077	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_002826	002826	trm_557b4b154e0d9	0.405982335991	0.811964671981	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_001583	001583	trm_557b4b154e0d9	0.299694935404	0.599389870807	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_001587	001587	trm_557b4b154e0d9	0.259789632318	0.519579264637	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000183	000183	trm_557b4b154e0d9	0.380861205058	0.761722410115	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_008730	008730	trm_557b4b154e0d9	0.410023255726	0.820046511452	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_003194	003194	trm_557b4b154e0d9	0.00588846600143	0.0117769320029	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_003194	003194	trm_557b4b154e0d9	0.525127772963	1.05025554593	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003193	003193	trm_557b4b154e0d9	0.500520417254	1.00104083451	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000139	000139	trm_557b4b154e0d9	0.424859889229	0.849719778458	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000154	000154	trm_557b4b154e0d9	0.342564921809	0.685129843618	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_008719	008719	trm_557b4b154e0d9	0.106936809061	0.213873618122	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_008719	008719	trm_557b4b154e0d9	0.121196611294	0.242393222588	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_002866	002866	trm_557b4b154e0d9	0.945701918503	1.89140383701	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_001585	001585	trm_557b4b154e0d9	0.790526586983	1.58105317397	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000394	000394	trm_557b4b154e0d9	0.126196945182	0.252393890364	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_002866	002866	trm_557b4b154e0d9	0.970546786374	1.94109357275	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_001584	001584	trm_557b4b154e0d9	0.802993104941	1.60598620988	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003156	003156	trm_557b4b154e0d9	0.161849031527	0.323698063054	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000157	000157	trm_557b4b154e0d9	0.378862251104	0.757724502208	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000419	000419	trm_557b4b154e0d9	0.476053026691	0.952106053382	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000177	000177	trm_557b4b154e0d9	0.38018170999	0.760363419979	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_002824	002824	trm_557b4b154e0d9	0.45269091986	0.905381839719	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000186	000186	trm_557b4b154e0d9	0.440643051287	0.881286102575	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_008625	008625	trm_557b4b154e0d9	0.334246289925	0.668492579851	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000177	000177	trm_557b4b154e0d9	0.31271468307	0.62542936614	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000178	000178	trm_557b4b154e0d9	0.352121627802	0.704243255604	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000154	000154	trm_557b4b154e0d9	0.137719810942	0.275439621885	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_001584	001584	trm_557b4b154e0d9	0.205653774036	0.411307548071	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_008727	008727	trm_557b4b154e0d9	0.475169367908	0.950338735816	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000166	000166	trm_557b4b154e0d9	0.329626878184	0.659253756368	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_002883	002883	trm_557b4b154e0d9	0.0532477535062	0.106495507012	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_010924	010924	trm_557b4b154e0d9	0.252899355929	0.505798711858	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_000418	000418	trm_557b4b154e0d9	0.323454382835	0.646908765669	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_002883	002883	trm_557b4b154e0d9	0.43739855893	0.87479711786	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_003154	003154	trm_557b4b154e0d9	0.333194685728	0.666389371457	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_003142	003142	trm_557b4b154e0d9	0.235013656967	0.470027313934	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_008625	008625	trm_557b4b154e0d9	0.341586099097	0.683172198193	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000003	000003	trm_557b4b154e0d9	0.363948734107	0.727897468214	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_000188	000188	trm_557b4b154e0d9	0.499384704709	0.998769409419	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000146	000146	trm_557b4b154e0d9	0.321876211505	0.64375242301	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_1_003191	003191	trm_557b4b154e0d9	0.546226900845	1.09245380169	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_3_003041	003041	trm_557b4b154e0d9	0.350052912233	0.700105824466	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000177	000177	trm_557b4b154e0d9	0.134810044545	0.26962008909	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_003142	003142	trm_557b4b154e0d9	0.417141986482	0.834283972965	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_557b4b154e0d9_size_2_000149	000149	trm_557b4b154e0d9	0.333062515618	0.666125031235	2.0	87.0
