	image_id	node	ri_score	bayes_factor	in_count	out_count
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_000118	000118	trm_55ce70b20186b	0.447483604093	0.894967208187	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_7_000120	000120	trm_55ce70b20186b	0.360140831999	0.720281663997	7.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_5_003173	003173	trm_55ce70b20186b	0.365561788175	0.73112357635	5.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_3_000154	000154	trm_55ce70b20186b	0.669866920112	1.33973384022	3.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_9_003039	003039	trm_55ce70b20186b	0.599120319419	1.19824063884	9.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_003131	003131	trm_55ce70b20186b	0.414362719634	0.828725439268	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_2_000190	000190	trm_55ce70b20186b	0.212918612591	0.425837225181	2.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_000187	000187	trm_55ce70b20186b	0.266095056413	0.532190112826	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_003194	003194	trm_55ce70b20186b	0.360197092801	0.720394185602	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_000415	000415	trm_55ce70b20186b	0.603834619519	1.20766923904	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_1_002714	002714	trm_55ce70b20186b	0.00489551450882	0.00979102901764	1.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_9_000144	000144	trm_55ce70b20186b	0.528745792122	1.05749158424	9.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_6_000144	000144	trm_55ce70b20186b	0.589372864859	1.17874572972	6.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_1_000187	000187	trm_55ce70b20186b	0.0726231193798	0.14524623876	1.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_6_001586	001586	trm_55ce70b20186b	0.916352113481	1.83270422696	6.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_7_003175	003175	trm_55ce70b20186b	0.38601244804	0.772024896081	7.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_10_000418	000418	trm_55ce70b20186b	0.436594990485	0.87318998097	10.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_6_002729	002729	trm_55ce70b20186b	0.425963126461	0.851926252921	6.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_3_003193	003193	trm_55ce70b20186b	0.370954978474	0.741909956948	3.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_6_002731	002731	trm_55ce70b20186b	0.0118609817634	0.0237219635268	6.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_7_000143	000143	trm_55ce70b20186b	0.536783231616	1.07356646323	7.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_2_000146	000146	trm_55ce70b20186b	0.648766064708	1.29753212942	2.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_5_000412	000412	trm_55ce70b20186b	0.897299498389	1.79459899678	5.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_9_003173	003173	trm_55ce70b20186b	0.308185625111	0.616371250223	9.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_7_003040	003040	trm_55ce70b20186b	0.850130855873	1.70026171175	7.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_002824	002824	trm_55ce70b20186b	0.609005854302	1.2180117086	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_4_002723	002723	trm_55ce70b20186b	0.0137288130545	0.027457626109	4.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_2_003191	003191	trm_55ce70b20186b	0.37197822472	0.74395644944	2.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_2_000420	000420	trm_55ce70b20186b	0.72954606273	1.45909212546	2.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_9_000420	000420	trm_55ce70b20186b	0.707048296497	1.41409659299	9.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_4_000412	000412	trm_55ce70b20186b	0.199923281557	0.399846563113	4.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_9_000407	000407	trm_55ce70b20186b	0.471003318355	0.942006636709	9.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_2_003129	003129	trm_55ce70b20186b	0.145133493016	0.290266986031	2.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_6_000119	000119	trm_55ce70b20186b	0.422725541797	0.845451083593	6.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_5_000183	000183	trm_55ce70b20186b	0.51663530445	1.0332706089	5.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_4_010924	010924	trm_55ce70b20186b	0.243227408629	0.486454817259	4.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_000154	000154	trm_55ce70b20186b	0.595577245306	1.19115449061	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_8_008718	008718	trm_55ce70b20186b	0.395724866343	0.791449732686	8.0	80.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_55ce70b20186b_size_7_000188	000188	trm_55ce70b20186b	0.33536909804	0.67073819608	7.0	80.0
