	image_id	node	ri_score	bayes_factor	in_count	out_count
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_2_002826	002826	trm_4a3fd79d0a613	0.299683757086	0.599367514171	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_003185	003185	trm_4a3fd79d0a613	0.173089028817	0.346178057633	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_003041	003041	trm_4a3fd79d0a613	0.817724574477	1.63544914895	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_008730	008730	trm_4a3fd79d0a613	0.438077154505	0.87615430901	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_000401	000401	trm_4a3fd79d0a613	0.23963372715	0.4792674543	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_002824	002824	trm_4a3fd79d0a613	0.467784547888	0.935569095777	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_000401	000401	trm_4a3fd79d0a613	0.38662780963	0.773255619261	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_003164	003164	trm_4a3fd79d0a613	0.588828568717	1.17765713743	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_000003	000003	trm_4a3fd79d0a613	0.242278680077	0.484557360154	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_008719	008719	trm_4a3fd79d0a613	0.347155410287	0.694310820574	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_000165	000165	trm_4a3fd79d0a613	0.265522203317	0.531044406633	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_000190	000190	trm_4a3fd79d0a613	0.214407440318	0.428814880637	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_2_000139	000139	trm_4a3fd79d0a613	0.245090608787	0.490181217574	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_000147	000147	trm_4a3fd79d0a613	0.664977460704	1.32995492141	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_002826	002826	trm_4a3fd79d0a613	0.41964620123	0.83929240246	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_2_008625	008625	trm_4a3fd79d0a613	0.5537576485	1.107515297	2.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_002731	002731	trm_4a3fd79d0a613	0.731273825929	1.46254765186	1.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_3_003040	003040	trm_4a3fd79d0a613	0.699848750728	1.39969750146	3.0	87.0
/scratch/users/vsochat/DATA/BRAINMETA/ontological_comparison//data/group_size_vary_scores/trm_4a3fd79d0a613_size_1_000412	000412	trm_4a3fd79d0a613	0.92125143033	1.84250286066	1.0	87.0
